id	split	content_class	variant	relative_path	url
6000	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6000_scans-patents_lynn-conway-us5046022-1bit_p001_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6000_scans-patents_lynn-conway-us5046022-1bit_p001_2320x3408.sdr.png
6001	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6001_scans-patents_lynn-conway-us5046022-1bit_p002_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6001_scans-patents_lynn-conway-us5046022-1bit_p002_2320x3408.sdr.png
6002	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6002_scans-patents_lynn-conway-us5046022-1bit_p003_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6002_scans-patents_lynn-conway-us5046022-1bit_p003_2320x3408.sdr.png
6003	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6003_scans-patents_lynn-conway-us5046022-1bit_p004_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6003_scans-patents_lynn-conway-us5046022-1bit_p004_2320x3408.sdr.png
6004	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6004_scans-patents_lynn-conway-us5046022-1bit_p005_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6004_scans-patents_lynn-conway-us5046022-1bit_p005_2320x3408.sdr.png
6005	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6005_scans-patents_lynn-conway-us5046022-1bit_p006_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6005_scans-patents_lynn-conway-us5046022-1bit_p006_2320x3408.sdr.png
6007	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6007_scans-patents_lynn-conway-us5046022-1bit_p008_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6007_scans-patents_lynn-conway-us5046022-1bit_p008_2320x3408.sdr.png
6008	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6008_scans-patents_lynn-conway-us5046022-1bit_p009_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6008_scans-patents_lynn-conway-us5046022-1bit_p009_2320x3408.sdr.png
6009	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6009_scans-patents_lynn-conway-us5046022-1bit_p010_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6009_scans-patents_lynn-conway-us5046022-1bit_p010_2320x3408.sdr.png
6011	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6011_scans-patents_lynn-conway-us5046022-1bit_p012_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6011_scans-patents_lynn-conway-us5046022-1bit_p012_2320x3408.sdr.png
6012	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6012_scans-patents_lynn-conway-us5046022-1bit_p013_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6012_scans-patents_lynn-conway-us5046022-1bit_p013_2320x3408.sdr.png
6013	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6013_scans-patents_lynn-conway-us5046022-1bit_p014_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6013_scans-patents_lynn-conway-us5046022-1bit_p014_2320x3408.sdr.png
6014	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6014_scans-patents_lynn-conway-us5046022-1bit_p015_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6014_scans-patents_lynn-conway-us5046022-1bit_p015_2320x3408.sdr.png
6015	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6015_scans-patents_lynn-conway-us5046022-1bit_p016_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6015_scans-patents_lynn-conway-us5046022-1bit_p016_2320x3408.sdr.png
6017	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6017_scans-patents_lynn-conway-us5046022-1bit_p018_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6017_scans-patents_lynn-conway-us5046022-1bit_p018_2320x3408.sdr.png
6018	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6018_scans-patents_lynn-conway-us5046022-1bit_p019_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6018_scans-patents_lynn-conway-us5046022-1bit_p019_2320x3408.sdr.png
6019	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6019_scans-patents_lynn-conway-us5046022-1bit_p020_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6019_scans-patents_lynn-conway-us5046022-1bit_p020_2320x3408.sdr.png
6020	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6020_scans-patents_lynn-conway-us5046022-1bit_p021_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6020_scans-patents_lynn-conway-us5046022-1bit_p021_2320x3408.sdr.png
6021	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6021_scans-patents_lynn-conway-us5046022-1bit_p022_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6021_scans-patents_lynn-conway-us5046022-1bit_p022_2320x3408.sdr.png
6022	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6022_scans-patents_lynn-conway-us5046022-1bit_p023_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6022_scans-patents_lynn-conway-us5046022-1bit_p023_2320x3408.sdr.png
6023	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6023_scans-patents_lynn-conway-us5046022-1bit_p024_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6023_scans-patents_lynn-conway-us5046022-1bit_p024_2320x3408.sdr.png
6024	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6024_scans-patents_lynn-conway-us5046022-1bit_p025_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6024_scans-patents_lynn-conway-us5046022-1bit_p025_2320x3408.sdr.png
6025	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6025_scans-patents_lynn-conway-us5046022-1bit_p026_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6025_scans-patents_lynn-conway-us5046022-1bit_p026_2320x3408.sdr.png
6027	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6027_scans-patents_lynn-conway-us5046022-1bit_p028_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6027_scans-patents_lynn-conway-us5046022-1bit_p028_2320x3408.sdr.png
6028	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6028_scans-patents_lynn-conway-us5046022-1bit_p029_2320x3408.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6028_scans-patents_lynn-conway-us5046022-1bit_p029_2320x3408.sdr.png
6029	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6029_scans-patents_lynn-conway-us5046022-rescan-color_p001_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6029_scans-patents_lynn-conway-us5046022-rescan-color_p001_2479x3230.sdr.png
6030	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6030_scans-patents_lynn-conway-us5046022-rescan-color_p002_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6030_scans-patents_lynn-conway-us5046022-rescan-color_p002_2479x3230.sdr.png
6031	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6031_scans-patents_lynn-conway-us5046022-rescan-color_p003_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6031_scans-patents_lynn-conway-us5046022-rescan-color_p003_2479x3230.sdr.png
6032	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6032_scans-patents_lynn-conway-us5046022-rescan-color_p004_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6032_scans-patents_lynn-conway-us5046022-rescan-color_p004_2479x3230.sdr.png
6034	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6034_scans-patents_lynn-conway-us5046022-rescan-color_p006_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6034_scans-patents_lynn-conway-us5046022-rescan-color_p006_2479x3230.sdr.png
6035	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6035_scans-patents_lynn-conway-us5046022-rescan-color_p007_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6035_scans-patents_lynn-conway-us5046022-rescan-color_p007_2479x3230.sdr.png
6037	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6037_scans-patents_lynn-conway-us5046022-rescan-color_p009_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6037_scans-patents_lynn-conway-us5046022-rescan-color_p009_2479x3230.sdr.png
6038	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6038_scans-patents_lynn-conway-us5046022-rescan-color_p010_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6038_scans-patents_lynn-conway-us5046022-rescan-color_p010_2479x3230.sdr.png
6039	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6039_scans-patents_lynn-conway-us5046022-rescan-color_p011_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6039_scans-patents_lynn-conway-us5046022-rescan-color_p011_2479x3230.sdr.png
6040	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6040_scans-patents_lynn-conway-us5046022-rescan-color_p012_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6040_scans-patents_lynn-conway-us5046022-rescan-color_p012_2479x3230.sdr.png
6041	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6041_scans-patents_lynn-conway-us5046022-rescan-color_p013_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6041_scans-patents_lynn-conway-us5046022-rescan-color_p013_2479x3230.sdr.png
6042	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6042_scans-patents_lynn-conway-us5046022-rescan-color_p014_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6042_scans-patents_lynn-conway-us5046022-rescan-color_p014_2479x3230.sdr.png
6043	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6043_scans-patents_lynn-conway-us5046022-rescan-color_p015_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6043_scans-patents_lynn-conway-us5046022-rescan-color_p015_2479x3230.sdr.png
6044	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6044_scans-patents_lynn-conway-us5046022-rescan-color_p016_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6044_scans-patents_lynn-conway-us5046022-rescan-color_p016_2479x3230.sdr.png
6045	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6045_scans-patents_lynn-conway-us5046022-rescan-color_p017_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6045_scans-patents_lynn-conway-us5046022-rescan-color_p017_2479x3230.sdr.png
6047	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6047_scans-patents_lynn-conway-us5046022-rescan-color_p019_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6047_scans-patents_lynn-conway-us5046022-rescan-color_p019_2479x3230.sdr.png
6048	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6048_scans-patents_lynn-conway-us5046022-rescan-color_p020_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6048_scans-patents_lynn-conway-us5046022-rescan-color_p020_2479x3230.sdr.png
6049	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6049_scans-patents_lynn-conway-us5046022-rescan-color_p021_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6049_scans-patents_lynn-conway-us5046022-rescan-color_p021_2479x3230.sdr.png
6050	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6050_scans-patents_lynn-conway-us5046022-rescan-color_p022_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6050_scans-patents_lynn-conway-us5046022-rescan-color_p022_2479x3230.sdr.png
6051	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6051_scans-patents_lynn-conway-us5046022-rescan-color_p023_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6051_scans-patents_lynn-conway-us5046022-rescan-color_p023_2479x3230.sdr.png
6052	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6052_scans-patents_lynn-conway-us5046022-rescan-color_p024_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6052_scans-patents_lynn-conway-us5046022-rescan-color_p024_2479x3230.sdr.png
6053	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6053_scans-patents_lynn-conway-us5046022-rescan-color_p025_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6053_scans-patents_lynn-conway-us5046022-rescan-color_p025_2479x3230.sdr.png
6054	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6054_scans-patents_lynn-conway-us5046022-rescan-color_p026_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6054_scans-patents_lynn-conway-us5046022-rescan-color_p026_2479x3230.sdr.png
6055	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6055_scans-patents_lynn-conway-us5046022-rescan-color_p027_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6055_scans-patents_lynn-conway-us5046022-rescan-color_p027_2479x3230.sdr.png
6056	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6056_scans-patents_lynn-conway-us5046022-rescan-color_p028_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6056_scans-patents_lynn-conway-us5046022-rescan-color_p028_2479x3230.sdr.png
6057	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6057_scans-patents_lynn-conway-us5046022-rescan-color_p029_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6057_scans-patents_lynn-conway-us5046022-rescan-color_p029_2479x3230.sdr.png
6058	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6058_scans-patents_lynn-conway-us5046022-rescan-color_p030_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6058_scans-patents_lynn-conway-us5046022-rescan-color_p030_2479x3230.sdr.png
6059	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6059_scans-patents_lynn-conway-us5046022-rescan-gray_p001_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6059_scans-patents_lynn-conway-us5046022-rescan-gray_p001_2479x3230.sdr.png
6060	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6060_scans-patents_lynn-conway-us5046022-rescan-gray_p002_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6060_scans-patents_lynn-conway-us5046022-rescan-gray_p002_2479x3230.sdr.png
6061	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6061_scans-patents_lynn-conway-us5046022-rescan-gray_p003_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6061_scans-patents_lynn-conway-us5046022-rescan-gray_p003_2479x3230.sdr.png
6064	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6064_scans-patents_lynn-conway-us5046022-rescan-gray_p006_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6064_scans-patents_lynn-conway-us5046022-rescan-gray_p006_2479x3230.sdr.png
6065	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6065_scans-patents_lynn-conway-us5046022-rescan-gray_p007_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6065_scans-patents_lynn-conway-us5046022-rescan-gray_p007_2479x3230.sdr.png
6066	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6066_scans-patents_lynn-conway-us5046022-rescan-gray_p008_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6066_scans-patents_lynn-conway-us5046022-rescan-gray_p008_2479x3230.sdr.png
6067	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6067_scans-patents_lynn-conway-us5046022-rescan-gray_p009_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6067_scans-patents_lynn-conway-us5046022-rescan-gray_p009_2479x3230.sdr.png
6068	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6068_scans-patents_lynn-conway-us5046022-rescan-gray_p010_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6068_scans-patents_lynn-conway-us5046022-rescan-gray_p010_2479x3230.sdr.png
6069	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6069_scans-patents_lynn-conway-us5046022-rescan-gray_p011_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6069_scans-patents_lynn-conway-us5046022-rescan-gray_p011_2479x3230.sdr.png
6070	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6070_scans-patents_lynn-conway-us5046022-rescan-gray_p012_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6070_scans-patents_lynn-conway-us5046022-rescan-gray_p012_2479x3230.sdr.png
6071	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6071_scans-patents_lynn-conway-us5046022-rescan-gray_p013_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6071_scans-patents_lynn-conway-us5046022-rescan-gray_p013_2479x3230.sdr.png
6072	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6072_scans-patents_lynn-conway-us5046022-rescan-gray_p014_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6072_scans-patents_lynn-conway-us5046022-rescan-gray_p014_2479x3230.sdr.png
6073	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6073_scans-patents_lynn-conway-us5046022-rescan-gray_p015_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6073_scans-patents_lynn-conway-us5046022-rescan-gray_p015_2479x3230.sdr.png
6074	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6074_scans-patents_lynn-conway-us5046022-rescan-gray_p016_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6074_scans-patents_lynn-conway-us5046022-rescan-gray_p016_2479x3230.sdr.png
6075	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6075_scans-patents_lynn-conway-us5046022-rescan-gray_p017_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6075_scans-patents_lynn-conway-us5046022-rescan-gray_p017_2479x3230.sdr.png
6076	train	6000-lilith-scans-public-patents	sdr	6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6076_scans-patents_lynn-conway-us5046022-rescan-gray_p018_2479x3230.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6076_scans-patents_lynn-conway-us5046022-rescan-gray_p018_2479x3230.sdr.png
